degree_names,languages,matched_score,institution_count,max_passing_year,gpa,min_experience_requirement,min_age_requirement,extra_curricular,certification,major1_mapped,major2_mapped,job1,job2,job3
Master,French,0.4433333333333333,2,1990,,4.0,,1,1,Finance,Modern Languages,Business Development Director,,
Bachelor,,0.413333333,1,2018,,1.0,25.0,0,0,Computer Science,Undeclared,Others,Data Consultant,
Bachelor,,0.626666667,1,2020,,4.0,,1,0,Electrical Engineering,Undeclared,System Engineer Analyst,,
Bachelor,,0.3499999999999999,2,2010,,1.0,,0,0,Accounting,Accounting,Accountant,Accountant,Accountant
Master,,0.25,2,2020,,5.0,30.0,1,0,Undeclared,Data Analytics,Intern,,
Bachelor,,0.6066666666666666,1,,,2.0,25.0,0,0,Communication,Undeclared,Buisness Developer,Consumer Analyst,Marketing Analyst
Bachelor,,0.383333333,1,2020,,5.0,30.0,0,0,Computer Science,Undeclared,Engineer,,
Bachelor,,0.533333333,1,1990,,1.0,,0,0,Electrical Engineering,Undeclared,Engineer,Engineer,Engineer
Bachelor,,0.783333333,1,2018,,5.0,,0,0,Electrical Engineering,Undeclared,Consultant,Software Engineer,
Bachelor,,0.94,1,2021,3.4,3.0,,0,0,Computer Science,Undeclared,Technician,Research Assistant,
Bachelor,,0.55,1,2019,,5.0,24.0,1,0,Electrical Engineering,Undeclared,Analyst,,
Master,,0.45,2,2020,,5.0,,1,0,Undeclared,Undeclared,Intern,,
Bachelor,,0.85,2,,,5.0,30.0,1,0,Management,Civil Engineering,Engineering Technician,Engineering Technician,Engineering Technician
Bachelor,,0.283333333,1,2021,3.91,15.0,52.0,0,0,Computer Science,Undeclared,Mentor,Captain,
Bachelor,,0.593333333,1,2020,,1.0,,1,0,Undeclared,Undeclared,Intern,,
Bachelor,,0.35,1,2020,,5.0,24.0,0,0,Undeclared,Undeclared,Data Analyst,,
Bachelor,,0.55,1,2019,,5.0,30.0,0,1,Electrical Engineering,Undeclared,Data Engineer,,
Master,Arabic,0.3499999999999999,4,,,,20.0,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Master,,0.85,2,,,3.0,,0,0,Industrial Engineering,Mechanical Engineering,Engineer,Engineer,
Master,Spanish,0.65,3,,,3.0,40.0,1,1,Accounting,Business Administration,Accountant,Accountant,Bookkeeper
Bachelor,,0.816666667,1,1996,3.5,4.0,,0,1,Undeclared,Undeclared,Engineering Planning Manager,Manufacturing Project Engineer,Production Planner
Bachelor,,0.816666667,1,,,5.0,28.0,0,0,Electrical Engineering,Undeclared,Technician,Technician,
Bachelor,,0.95,1,2020,3.8,3.0,,0,0,Cybersecurity,Undeclared,Information Technology Specialist,Information Technology Specialist,
Master,,0.85,3,2017,,3.0,,0,1,Information Systems,Criminal Justice,Business Development Analyst,Business Enterprise Risk Manager,Client Relationship Specialist
Master,,0.85,2,,,3.0,40.0,0,0,Industrial Engineering,Chemical Engineering,Engineer,Engineer,Chemical Engineer
Bachelor,,0.65,1,2019,,1.0,,0,0,Electrical Engineering,Undeclared,Data Analyst,,
Bachelor,,0.283333333,1,2021,,5.0,30.0,1,0,Computer Science,Undeclared,,,
Master,,0.716666667,2,2019,,,,1,0,Materials Engineering,Undeclared,Researcher,,
Bachelor,,0.38,1,2019,,5.0,30.0,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.683333,1,,,5.0,,0,0,Business Administration,Undeclared,,Sales Representative,General Manager
Bachelor,,0.62,1,2019,,3.0,,1,0,Computer Science,Undeclared,Machine Learning Engineer,Research Assistant,
Bachelor,,0.716666667,1,2019,,1.0,,0,1,Electrical Engineering,Undeclared,,,
Bachelor,,0.85,1,2021,,,20.0,1,0,Undeclared,Undeclared,Software Engineer,,
Bachelor,,0.683333333,1,,,,22.0,0,0,Business Administration,Undeclared,Business Development Director,Student Loan Consultant,Territory Sales Manager
Bachelor,,0.76,1,2014,3.82,5.0,30.0,0,1,Civil Engineering,Undeclared,Engineer,Medical Receptionist,Teller
Bachelor,,0.65,2,2010,,4.0,,1,0,Accounting,Finance,Accountant,Accountant,Accountant
Bachelor,,0.85,1,2020,,,,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.716666667,1,2017,,,18.0,0,0,Computer Science,Undeclared,Information Systems Specialist,,Software Engineer
Master,,0.85,3,2015,,15.0,52.0,0,0,Accounting,Finance,,Accountant,Accounting Clerk
Bachelor,Spanish,0.783333333,2,1997,,1.0,,0,0,Undeclared,Business Administration,Project Manager,Project Coordinator,Environmental Secretary
Bachelor,,0.816666667,1,2019,,,,0,0,Materials Engineering,Undeclared,Intern,,
Bachelor,Spanish,0.826666667,1,2009,2.5,5.0,25.0,0,1,Electrical Engineering,Undeclared,Engineering Technician,Instrument Technician,Project Coordinator
Master,,0.65,2,2019,,3.0,25.0,1,0,Mechanical Engineering,Data Science,Data Analyst,,
Bachelor,,0.76,1,,3.98,5.0,28.0,0,0,Computer Science,Undeclared,Teaching Assistant,,
Bachelor,,0.55,1,,,1.0,,0,0,Electrical Engineering,Undeclared,Technician,Technician,
Bachelor,,0.65,2,2019,,1.0,,0,0,Undeclared,Data Analytics,Machine Learning Engineer,,
Bachelor,,0.65,1,2020,,4.0,,1,1,Undeclared,Undeclared,Business Analyst,,
Bachelor,,0.7266666666666667,1,,,3.0,25.0,0,0,Mechanical Engineering,Undeclared,Business Development Director,Account Executive,Account Executive
Master,,0.4066666666666667,2,1,,1.0,,0,0,Accounting,Computer Science,Accountant,Accountant,Accountant
Bachelor,,0.65,1,,,2.0,,0,1,General Studies,Undeclared,Engineering Technician,Engineering Technician,Technician
PhD,,0.65,2,2019,,1.0,,0,0,Commerce,Data Science,Data Scientist,Data Scientist,
Bachelor,,0.726666667,1,2019,,5.0,30.0,1,0,Information Technology,Undeclared,,,
Master,,0.85,2,2020,,,20.0,0,0,Computer Science,Data Analytics,Machine Learning Engineer,,
Bachelor,,0.88,1,,,5.0,,0,1,Mechanical Engineering,Undeclared,Engineer,,Engineer
Bachelor,,0.726666667,1,2020,,2.0,25.0,0,0,Computer Science,Undeclared,Engineer,,
Bachelor,,0.716666667,1,2020,,3.0,,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.85,1,2020,,,20.0,1,0,Computer Science,Undeclared,,,
Bachelor,,0.533333333,1,2019,,,18.0,0,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.85,1,1990,,,20.0,0,0,Electrical Engineering,Undeclared,Engineer,Engineer,Engineer
PhD,,0.35,3,2015,,15.0,52.0,1,0,Mechanical Engineering,Robotics Engineering,Process Engineer,Research Assistant,Researcher
Bachelor,,0.85,2,2017,3.1768,,20.0,1,1,General Studies,Aerospace Engineering,Engineer,Tutor,Mechanical Design Engineer
Bachelor,,0.526666667,2,2004,4.0,1.0,,0,1,Electrical Engineering,Legal Studies,Engineering Technician,Thermal Technician,Technical Support Specialist
Bachelor,,0.413333333,1,,,5.0,30.0,0,0,Computer Science,Undeclared,Software Engineer,Software Engineer,
Master,Spanish,0.85,2,,,5.0,,0,0,Finance,Finance,,,Others
Master,,0.65,2,2019,,5.0,,1,0,Computer Science,Computer Science,Data Scientist,,
Master,,0.85,2,2016,0.2788,1.0,,0,0,General Engineering,Chemical Engineering,Engineer,Others,
Bachelor,,0.783333333,1,2019,,3.0,,0,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.783333333,1,2018,3.01,3.0,40.0,0,0,Civil Engineering,Undeclared,Engineer,Field Engineer,Field Engineer
Bachelor,,0.75,1,1999,,,18.0,0,0,Undeclared,Undeclared,Engineering Technician,Repair Technician,Production Specialist
Master,,0.523333333,2,2019,,1.0,22.0,1,0,Economics,Economics,,,
Master,Spanish,0.2166666666666666,2,2014,,1.0,,0,1,Accounting,Business Administration,Accountant,,Administrator
Bachelor,,0.35,3,,,5.0,,0,0,Electronic Technology,Business Administration,Clinical Engineering Manager,Imaging Service Engineer,Imaging Service Engineer
Bachelor,Arabic,0.45,1,2010,,,20.0,0,0,Accounting,Undeclared,Others,Others,Accountant
Bachelor,,0.683333333,1,,3.84,2.0,,1,0,Computer Science,Undeclared,Blog Writer,Unix Systems Technician,
Bachelor,,0.573333333,1,2020,,1.0,,0,0,Civil Engineering,Undeclared,Intern,,
Bachelor,,0.626666667,1,2021,3.78,3.0,,0,1,Computer Science,Undeclared,Tutor,,
Master,,0.55,2,2019,,3.0,40.0,1,0,Biotechnology,Data Science,Intern,,
Bachelor,,0.583333333,1,2020,,,18.0,1,0,Mechanical Engineering,Undeclared,Business Analyst,,
Master,Marathi,0.5833333333333334,2,2011,,1.0,25.0,0,0,Finance,Health Technology,Investment Accountant,,Medical Technician
Master,,0.616666667,2,2019,,3.0,,1,0,Biotechnology,Data Science,Intern,,
Bachelor,,0.62,1,2018,,1.0,22.0,0,0,Computer Science,Undeclared,Business Analyst,,
Master,,0.6,4,2011,,1.0,,0,0,Business Administration,Business Administration,System Engineer,Engineer,Engineer
Bachelor,,0.683333333,0,,,,18.0,0,0,Undeclared,Undeclared,Facilities Engineer,Field Engineer,Plant Engineer
Bachelor,,0.7166666666666667,1,,,3.0,,0,0,Accounting,Undeclared,Accountant,,
Bachelor,,0.716666667,1,2021,3.78,4.0,,0,1,Computer Science,Undeclared,Tutor,,
Bachelor,,0.65,1,2019,,2.0,,0,0,Business Administration,Undeclared,Engineering Technician,Consultant,Engineering Technician
Bachelor,,0.85,2,,,2.0,25.0,0,0,Undeclared,Undeclared,Equipment Engineering Technician,Mechanical Technician,Operating Engineer
Bachelor,,0.85,1,2020,,,,1,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.626666667,1,2020,,1.0,,1,1,Undeclared,Undeclared,Business Analyst,,
Master,,0.683333333,2,,,5.0,24.0,0,1,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
PhD,,0.85,2,2019,,,,0,0,Commerce,Data Science,Data Scientist,Data Scientist,
Bachelor,,0.8166666666666668,1,,,,22.0,1,1,General Studies,Undeclared,Business Development Director,Inside Sales Manager,Inside Sales Manager
PhD,,0.726666667,3,,,3.0,25.0,1,1,Information Systems,Information Systems,Project Manager,Founder,Manager
Bachelor,,0.59,1,,,3.0,,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Bachelor,,0.5499999999999999,2,1994,3.41,2.0,25.0,0,1,Accounting,Accounting,Accountant,Resource Advisor,Accountant
Master,,0.85,4,2016,,15.0,52.0,0,0,Business Administration,Finance,Accountant,Subcontract Accountant,Administrative Coordinator
Bachelor,,0.85,1,2006,,3.0,40.0,0,0,Business Administration,Undeclared,Business Development Director,Technology Coordinator,Region Coordinator
Bachelor,,0.683333333,1,2018,,5.0,28.0,0,0,Electrical Engineering,Undeclared,Software Engineer,,
Bachelor,,0.55,1,2019,,5.0,25.0,1,0,Electrical Engineering,Undeclared,Analyst,,
Bachelor,,0.606666667,1,2020,,3.0,,0,0,Undeclared,Undeclared,,,
Bachelor,,0.85,3,2020,4.0,2.0,25.0,0,0,Linguistics,General Engineering,,,Hard Coating Technician
Bachelor,,0.816666667,1,2019,,3.0,40.0,1,0,Information Technology,Undeclared,,,
Bachelor,,0.616666667,2,1995,,5.0,,0,0,Electrical Engineering,Undeclared,Engineering Specialist,Industrial Electrician,Operator
Bachelor,,0.65,2,2010,,3.0,,1,0,Accounting,Finance,Accountant,Accountant,Accountant
Bachelor,,0.683333333,1,2020,,5.0,28.0,0,0,Computer Science,Undeclared,,,
Bachelor,,0.85,1,,3.55,,,0,0,Computer Science,Undeclared,Committee Chair,Member,Resident Advisor
Bachelor,,0.65,1,2019,,5.0,,1,0,Statistics,Undeclared,Engineer,,
Bachelor,,0.233333333,1,2019,,1.0,25.0,1,0,Electrical Engineering,Undeclared,Engineer,,
Bachelor,,0.75,1,2019,,2.0,25.0,1,0,Statistics,Undeclared,Engineer,,
Bachelor,,0.716666667,1,2018,,5.0,25.0,0,0,Computer Science,Undeclared,Business Analyst,,
Bachelor,,0.793333333,1,2020,,1.0,25.0,1,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.5166666666666667,2,1994,3.41,,20.0,0,1,Accounting,Accounting,Accountant,Resource Advisor,Accountant
Bachelor,,0.65,1,2018,,5.0,30.0,1,0,Undeclared,Undeclared,Data Analyst,,
Master,,0.8033333333333333,3,,,5.0,30.0,0,0,Finance,Business Administration,Accountant,Consultant,Others
Bachelor,,0.75,1,,,1.0,,0,0,General Studies,Undeclared,Business Development Consultant,,Sales Representative
PhD,,0.623333333,3,,,1.0,,1,1,Information Systems,Information Systems,Project Manager,Founder,Manager
PhD,,0.71,2,2019,,4.0,,1,0,Electrical Engineering,Computer Science,,,
Master,,0.85,2,2021,,,20.0,0,0,Electrical Engineering,Data Science,,,
Bachelor,,0.816666667,2,1991,3.1,1.0,25.0,0,0,Information Systems,Electrical Engineering,Engineer,,
Bachelor,,0.816666667,1,2020,,,,0,0,Computer Science,Undeclared,Machine Learning Engineer,,
Bachelor,,0.65,1,,3.8,5.0,25.0,1,0,Computer Science,Undeclared,Software Engineer,,
Bachelor,,0.593333333,1,2020,,,18.0,1,0,Economics,Undeclared,Consultant,Analyst,
PhD,,0.85,3,2017,3.93,3.0,,0,0,Computer Science,Computer Science,Researcher,Research Assistant,Research Assistant
Master,Mandarin,0.8166666666666668,2,2012,3.5,1.0,25.0,0,1,Accounting,Business Administration,Accountant,Accountant,
Bachelor,,0.783333333,1,2020,,3.0,,1,0,Chemical Sciences,Undeclared,Intern,,
Master,,0.623333333,2,2021,,1.0,,1,0,Computer Science,Data Science,Intern,,
Bachelor,Arabic,0.65,1,2010,,,,0,0,Accounting,Undeclared,Others,Others,Accountant
Bachelor,,0.683333333,1,2021,,4.0,,0,1,Computer Science,Undeclared,Analyst,,
Bachelor,,0.75,0,,,4.0,,0,0,Undeclared,Undeclared,,Nutrition Clerk,Manager
Master,,0.85,2,2021,,,22.0,1,0,Computer Science,Artificial Intelligence,Researcher,,
Bachelor,,0.783333333,1,2000,,3.0,40.0,0,0,Electrical Engineering,Undeclared,Engineering Technician,Manufacturing Technician,Electronic Technician
Bachelor,,0.783333333,1,2021,,1.0,,1,0,Computer Science,Undeclared,Intern,,
Master,,0.416666667,2,2020,,,18.0,0,0,Computer Science,Computer Science,Software Engineer,Software Engineer,
PhD,Hebrew,0.65,2,2008,0.16399999999999998,,18.0,1,0,Computer Science,Computer Science,Intern,Intern,
Master,,0.826666667,3,2012,3.7,2.0,,1,0,Mechanical Engineering,Electrical Engineering,Buiness Developer,,Operations Specialist
Bachelor,,0.683333333,1,2025,3.1,15.0,52.0,1,1,Biological Sciences,Undeclared,Dining Room Attendant,Childcare Provider,
PhD,French,0.8166666666666668,3,2014,,5.0,25.0,1,1,Pharmaceutical Studies,Undeclared,Business Development Director,Buisness Developer,Marketing Analyst
Bachelor,,0.6566666666666666,1,2002,,4.0,,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Bachelor,,0.75,1,2018,,2.0,25.0,0,0,Computer Science,Undeclared,Business Analyst,,
Master,,0.57,3,,,3.0,,0,1,Finance,Business Administration,Business Development Director,Athletic Coordinator,Patient Relations Specialist
PhD,,0.816666667,3,2015,,2.0,25.0,1,0,Mechanical Engineering,Robotics Engineering,Process Engineer,Research Assistant,Researcher
Master,,0.65,2,,,4.0,,0,0,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,,0.816666667,1,2020,,,22.0,0,0,Computer Science,Undeclared,Machine Learning Engineer,,
Bachelor,,0.65,1,2019,,3.0,40.0,0,1,Electrical Engineering,Undeclared,Data Engineer,,
Bachelor,,0.75,1,2009,,2.0,25.0,0,0,Accounting,Undeclared,Accountant,Customer Service Specialist,Store Manager
Master,,0.783333333,2,2005,,,20.0,0,1,Computer Science,Electrical Engineering,,Software Certification Analyst,Project Coordinator
Bachelor,,0.85,1,,,,22.0,0,0,Communication,Undeclared,Project Manager,Project Manager,Ad Operations Coordinator
Bachelor,,0.6,1,2020,,,18.0,1,0,Computer Science,Undeclared,,,
Master,,0.716666667,2,,4.0,4.0,,1,1,Industrial Engineering,Materials Engineering,Industrial Engineer,Industrial Engineer,Industrial Engineer
Bachelor,,0.85,1,1978,,5.0,,0,0,Mechanical Engineering,Undeclared,Engineer,,
Bachelor,,0.416666667,1,,,5.0,28.0,0,0,Computer Science,Undeclared,,,
Bachelor,,0.483333333,1,2019,,5.0,30.0,0,0,Mechanical Engineering,Undeclared,Design Engineer,,
Bachelor,,0.65,1,2018,,5.0,30.0,1,0,Undeclared,Undeclared,,,
Master,Spanish,0.3499999999999999,2,2008,,2.0,25.0,0,0,Business Administration,Finance,Accountant,Accountant,Accountant
Master,,0.7600000000000001,3,2003,4.0,,,0,0,Education,Accounting,Manager,Instructional Designer,Online Course Instructor
Bachelor,,0.85,2,2010,,1.0,22.0,0,1,Coaching,Business Administration,Business Development Director,Sales Manager,Account Manager
Bachelor,,0.85,1,2019,,1.0,25.0,0,1,Computer Engineering,Undeclared,,,
Bachelor,Spanish,0.783333333,2,1997,,,,0,0,Undeclared,Business Administration,Project Manager,Project Coordinator,Environmental Secretary
Master,,0.783333,3,2011,,1.0,25.0,1,1,Mechanical Engineering,Business Administration,Director,,Vice President
Master,Hindi,0.5499999999999999,2,,,5.0,,0,0,Undeclared,Undeclared,Accountant,Accountant,Accountant
Master,,0.6,2,2008,2.84,1.0,25.0,0,0,Computer Science,Natural Sciences,Business Development Director,Sales Representative,Business Development Director
Master,,0.7266666666666666,4,2016,,2.0,25.0,0,0,Business Administration,Finance,Accountant,Subcontract Accountant,Administrative Coordinator
PhD,,0.6,9,2014,,2.0,25.0,0,0,Undeclared,Undeclared,Engineer,Process Technician,Quality Engineer
Bachelor,,0.596666667,1,2018,,3.0,,1,0,Undeclared,Undeclared,Machine Learning Engineer,,
Bachelor,,0.85,1,,,4.0,,0,1,Education,Undeclared,Business Development Director,Account Manager,
Bachelor,,0.383333333,1,2020,,1.0,25.0,0,1,Electrical Engineering,Undeclared,,,
Bachelor,,0.716666667,1,2018,,3.0,,1,0,Undeclared,Undeclared,,,
Bachelor,,0.716666667,1,2018,,4.0,,0,0,Electrical Engineering,Undeclared,Consultant,Software Engineer,
Bachelor,,0.783333333,1,2020,,3.0,,1,0,Mechanical Engineering,Undeclared,Business Analyst,,
Bachelor,,0.683333333,1,2020,,,20.0,1,1,Undeclared,Undeclared,Business Analyst,,
Bachelor,,0.7833333333333333,2,,,1.0,25.0,1,0,Education,Undeclared,Business Development Director,Consultant,Relocation Consultant
Bachelor,,0.683333333,1,2019,,3.0,,0,0,Electrical Engineering,Undeclared,Data Engineer,,
Bachelor,,0.7166666666666667,4,2008,,,18.0,1,0,Undeclared,Accounting,Accountant,Bank Clerk,Cashier
Master,,0.716666667,2,,,1.0,25.0,0,0,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,,0.8733333333333334,1,2005,,3.0,40.0,0,0,Accounting,Undeclared,Accountant,Tax Accountant,Accountant
Bachelor,,0.65,1,2020,,3.0,40.0,1,0,Electrical Engineering,Undeclared,System Engineer Analyst,,
Bachelor,,0.85,2,2017,3.1768,15.0,52.0,1,1,General Studies,Aerospace Engineering,Engineer,Tutor,Mechanical Design Engineer
Bachelor,,0.38,0,,,3.0,,0,0,Undeclared,Undeclared,Facilities Engineer,Field Engineer,Plant Engineer
Bachelor,,0.603333333,3,,3.472,4.0,,1,1,Undeclared,Chemical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,,0.716666667,1,,,5.0,30.0,0,1,Undeclared,Undeclared,Software Engineer,,Administrator
Bachelor,,0.35,1,2018,,1.0,22.0,1,0,Undeclared,Undeclared,Data Analyst,,
Bachelor,,0.483333333,1,2021,,5.0,30.0,1,0,Computer Science,Undeclared,Software Engineer,,
Bachelor,,0.716666667,1,2020,,3.0,,1,0,Electrical Engineering,Undeclared,System Engineer Analyst,,
Bachelor,,0.716666667,1,2018,,2.0,,0,0,Electrical Engineering,Undeclared,IT Technician,Computer Technician,Help Desk Technician
Bachelor,,0.783333333,2,2020,3.98,5.0,30.0,0,0,Undeclared,Undeclared,Engineering Office Clerk,Benefits Clerk,Sales Representative
Bachelor,,0.75,1,,,,18.0,0,0,Accounting,Undeclared,Accountant,,
Master,,0.716666667,2,2019,,,20.0,1,0,Electrical Engineering,Electrical Engineering,Product Engineer,,
Bachelor,,0.693333333,1,1999,,,,0,0,Undeclared,Undeclared,Engineering Technician,Repair Technician,Production Specialist
Bachelor,,0.826666667,1,2019,,4.0,,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,Machine Learning Engineer,
Bachelor,,0.716666667,1,2019,,4.0,,0,0,Electrical Engineering,Undeclared,Data Engineer,,
Bachelor,,0.65,1,2019,,5.0,30.0,1,0,Electrical Engineering,Undeclared,Analyst,,
Master,,0.65,2,,4.0,5.0,30.0,1,1,Industrial Engineering,Materials Engineering,Industrial Engineer,Industrial Engineer,Industrial Engineer
Bachelor,,0.75,1,,3.84,,20.0,1,1,Accounting,Undeclared,Accountant,Accountant,Tax Analyst
Master,,0.66,4,2011,,,22.0,0,0,Business Administration,Business Administration,System Engineer,Engineer,Engineer
Bachelor,,0.65,1,,,4.0,,0,0,Computer Science,Undeclared,Software Engineer,Software Engineer,
Bachelor,,0.466666667,1,,3.6,,22.0,0,1,Computer Science,Undeclared,Android Engineer,Android Engineer,
Bachelor,,0.683333333,1,2019,,5.0,28.0,1,0,Electrical Engineering,Undeclared,Intern,Engineer,
Master,,0.65,2,2005,,,20.0,0,0,Business Administration,Accounting,Accountant,Project Manager,Project Manager
Bachelor,,0.85,2,2013,3.7,2.0,25.0,0,0,Computer Engineering,Electrical Engineering,Engineering Lab Technician,Test Engineer,Electromechanical Technician
Master,,0.583333333,2,,,5.0,30.0,0,0,Industrial Engineering,Mechanical Engineering,Engineer,Engineer,
Bachelor,,0.85,1,,3.6,,,0,1,Computer Science,Undeclared,Android Engineer,Android Engineer,
Bachelor,,0.783333333,1,2019,,,20.0,1,0,Undeclared,Undeclared,Intern,,
PhD,,0.783333333,2,2019,,1.0,25.0,0,0,Commerce,Data Science,Data Scientist,Data Scientist,
Bachelor,,0.683333333,1,2020,,4.0,,1,0,Civil Engineering,Undeclared,Intern,,
Master,,0.4166666666666667,4,2016,,2.0,25.0,0,0,Business Administration,Finance,Accountant,Subcontract Accountant,Administrative Coordinator
Bachelor,,0.783333333,1,2019,,,,0,0,Undeclared,Undeclared,Blockchain Analyst,,
Bachelor,,0.693333333,1,2021,,2.0,25.0,1,0,Undeclared,Undeclared,Software Engineer,,
Master,,0.85,2,2016,0.2788,5.0,30.0,0,0,General Engineering,Chemical Engineering,Engineer,Others,
Master,,0.55,3,2016,,,18.0,0,0,Electrical Engineering,Electrical Engineering,Engineer,Engineer,Software Engineer
Bachelor,,0.826666667,1,2006,,5.0,28.0,1,0,Sociology,Undeclared,Engineering Technician,Administrative Assistant,Office Manager
Bachelor,Spanish,0.7166666666666667,1,2010,,4.0,,1,0,Sociology,Undeclared,Business Development Director,Business Development Director,Human Resources
Bachelor,,0.783333333,0,,,3.0,,0,1,Undeclared,Undeclared,Corporate Engineering Support Technician,,
Bachelor,,0.35,1,2019,,5.0,24.0,0,0,Undeclared,Undeclared,,,
PhD,Hebrew,0.716666667,2,2008,0.16399999999999998,3.0,,1,0,Computer Science,Computer Science,Intern,Intern,
Bachelor,,0.716666667,1,2019,,3.0,,0,0,Electrical Engineering,Undeclared,,Analyst,
Bachelor,,0.783333333,1,,3.6,3.0,,0,1,Computer Science,Undeclared,Android Engineer,Android Engineer,
Bachelor,,0.803333333,1,2020,,3.0,40.0,1,0,Computer Science,Undeclared,Computer Vision Engineer,,
Bachelor,,0.683333333,2,,3.7,5.0,,0,0,Information Technology,Undeclared,Lighting Field Engineering Technician,Administrative Technical Assistant,Customer Service Professional
Bachelor,,0.716666667,1,2020,,5.0,28.0,1,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.85,1,2017,,3.0,25.0,0,0,Computer Science,Undeclared,Information Systems Specialist,,Software Engineer
Master,,0.5833333333333334,3,2013,,1.0,,0,0,Business Administration,Business Administration,,,
Bachelor,,0.583333333,1,2020,,,20.0,1,0,Economics,Undeclared,Consultant,Analyst,
Master,,0.85,3,,,2.0,,0,0,Finance,Business Administration,Accountant,Consultant,Others
Master,,0.716666667,2,2018,,,20.0,0,0,Mathematics,Statistics,Business Analyst,,
Bachelor,,0.816666667,1,,,1.0,,0,0,Undeclared,Undeclared,,,
Bachelor,,0.85,1,2006,,3.0,40.0,1,0,Sociology,Undeclared,Engineering Technician,Administrative Assistant,Office Manager
Bachelor,,0.35,1,2019,,5.0,24.0,0,0,Electrical Engineering,Undeclared,Data Analyst,,
Bachelor,,0.816666667,2,1996,,,22.0,0,1,Aerospace Engineering,Undeclared,,,
Bachelor,,0.85,1,1990,,5.0,,0,0,Electrical Engineering,Undeclared,Engineer,Engineer,Engineer
Bachelor,,0.75,1,2019,,,,0,1,Electrical Engineering,Undeclared,,,
Master,Mandarin,0.25,2,2012,3.5,2.0,25.0,0,1,Accounting,Business Administration,Accountant,Accountant,
Bachelor,,0.4833333333333334,1,2002,,3.0,25.0,1,1,Accounting,Undeclared,Accountant,Accountant,Financial Analyst
Bachelor,,0.85,2,2010,,2.0,,0,1,Coaching,Business Administration,Business Development Director,Sales Manager,Account Manager
Bachelor,,0.456666667,1,2006,3.73,1.0,,0,0,Electrical Engineering,Undeclared,Engineer,Electrical Design Engineer,Project Engineer
PhD,,0.716666667,3,,,,,0,0,Undeclared,Electrical Engineering,Engineer,Systems Engineer,Electrical Engineer
Bachelor,,0.35,1,2019,,2.0,25.0,1,0,Civil Engineering,Undeclared,Financial Analyst,,
Bachelor,Spanish,0.8166666666666668,6,2016,,1.0,,0,1,Accounting,Informatics Engineering,Accountant,Accountant,Bookkeeper
Bachelor,,0.523333333,1,2019,,1.0,,0,0,Mechanical Engineering,Undeclared,Design Engineer,,
Master,,0.65,2,2020,,,20.0,0,0,Management,Information Technology,Business Analyst,,
Bachelor,,0.486666667,1,2020,,1.0,22.0,0,0,Civil Engineering,Undeclared,Intern,,
Bachelor,,0.85,1,2018,,,,0,0,Computer Science,Undeclared,Business Analyst,,
Bachelor,,0.45,1,2021,3.4,5.0,24.0,0,0,Computer Science,Undeclared,Technician,Research Assistant,
Bachelor,,0.85,2,,,5.0,25.0,0,0,Undeclared,Undeclared,Equipment Engineering Technician,Mechanical Technician,Operating Engineer
Bachelor,,0.65,1,2020,3.8,15.0,52.0,0,0,Cybersecurity,Undeclared,Information Technology Specialist,Information Technology Specialist,
Bachelor,,0.45,1,2021,,5.0,25.0,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.65,1,2019,,,20.0,1,0,Electrical Engineering,Undeclared,Intern,Engineer,
Master,,0.85,3,1984,,,,0,1,Undeclared,Undeclared,Buisness Developer,,Quality Engineering Analyst
Bachelor,,0.716666667,1,,,5.0,24.0,1,0,Chemical Engineering,Undeclared,Engineer,Field Engineer,Service Manager
Bachelor,,0.35,1,2019,,,18.0,0,1,Information Technology,Undeclared,Machine Learning Engineer,,
Bachelor,,0.716666667,4,2015,,2.0,25.0,0,0,Food Science,Business Administration,Engineer,Electrical Superintendent,Project Manager
Master,,0.65,2,,,5.0,28.0,0,0,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Master,,0.65,3,2013,,4.0,,0,0,Business Administration,Business Administration,,,
Bachelor,,0.316666667,2,,,1.0,22.0,1,0,Management,Civil Engineering,Engineering Technician,Engineering Technician,Engineering Technician
Bachelor,,0.583333333,3,1983,,,,1,1,Food Services,Undeclared,Engineer,Facilities Administrator,Special Clerk
Master,,0.7600000000000001,2,2009,,5.0,28.0,1,0,Accounting,Accounting,Accountant,Accountant,Accountant
